,_id,ltable_id,rtable_id,ltable_authors,ltable_venue,ltable_year,rtable_authors,rtable_venue,rtable_year,is_matched
606,606,767153,journals/vldb/GrefenVA01,"Paul Grefen, Jochem Vonk, Peter Apers",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2001,"Paul W. P. J. Grefen, Peter M. G. Apers, Jochem Vonk",VLDB J.,2001,1
607,607,775455,journals/vldb/VerykiosME03,"V. S. Verykios, G. V. Moustakides, M. G. Elfeky",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2003,"George V. Moustakides, Vassilios S. Verykios, Mohamed G. Elfeky",VLDB J.,2003,1
608,608,775456,journals/vldb/CuiW03,"Y. Cui, J. Widom",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2003,"Jennifer Widom, Yingwei Cui",VLDB J.,2003,1
609,609,776989,journals/sigmod/MukhopadhyayGS03,"Debajyoti Mukhopadhyay, Debasis Giri, Sanasam Ranbir Singh",ACM SIGMOD Record,2003,"Sanasam Ranbir Singh, Debasis Giri, Debajyoti Mukhopadhyay",SIGMOD Record,2003,1
610,610,776990,journals/sigmod/dOnofrioP03,"Alberto d'Onofrio, Elaheh Pourabbas",ACM SIGMOD Record,2003,"Elaheh Pourabbas, Alberto d'Onofrio",SIGMOD Record,2003,1
611,611,776987,journals/sigmod/JukicNV03,"Nenad Jukic, Svetlozar Nestorov, Susan Vrbsky",ACM SIGMOD Record,2003,"Nenad Jukic, Svetlozar Nestorov, Susan V. Vrbsky",SIGMOD Record,2003,1
612,612,776991,journals/sigmod/FifeG03,"Leslie D. Fife, Le Gruenwald",ACM SIGMOD Record,2003,"Leslie D. Fife, Le Gruenwald",SIGMOD Record,2003,1
613,613,776992,journals/sigmod/CaleroPR03,"Coral Calero, Mario Piattini, Francisco Ruiz",ACM SIGMOD Record,2003,"Mario Piattini, Francisco Ruiz, Coral Calero",SIGMOD Record,2003,1
614,614,758372,conf/vldb/Objectivity98,Objectivity,Very Large Data Bases,1998,Objectivity,VLDB,1998,1
615,615,758376,conf/vldb/X00a,,Very Large Data Bases,2000,?,VLDB,2000,1
616,616,776995,journals/sigmod/Hoffner03,Vernon Hoffner,ACM SIGMOD Record,2003,Vernon Hoffner,SIGMOD Record,2003,1
617,617,671674,conf/vldb/X00,,Very Large Data Bases,2000,?,VLDB,2000,1
618,618,671691,conf/vldb/Blecken00,Carsten Blecken,Very Large Data Bases,2000,Carsten Blecken,VLDB,2000,1
619,619,671348,conf/vldb/Blum99,Adam Blum,Very Large Data Bases,1999,Adam Blum,VLDB,1999,1
620,620,671490,conf/vldb/Pound99,Chris Pound,Very Large Data Bases,1999,Chris Pound,VLDB,1999,1
621,621,671162,conf/vldb/Mina98,Chebel Mina,Very Large Data Bases,1998,Chebel Mina,VLDB,1998,1
622,622,671174,conf/vldb/Pogue98,Amy Pogue,Very Large Data Bases,1998,Amy Pogue,VLDB,1998,1
623,623,671032,conf/vldb/George98,Felicity George,Very Large Data Bases,1998,Felicity A. W. George,VLDB,1998,1
624,624,959086,journals/sigmod/KambhampatiK03,"Subbarao Kambhampati, Craig A. Knoblock",ACM SIGMOD Record,2003,"Subbarao Kambhampati, Craig A. Knoblock",SIGMOD Record,2003,1
625,625,959087,journals/sigmod/Hainaut03,Jean-Luc Hainaut,ACM SIGMOD Record,2003,Jean-Luc Hainaut,SIGMOD Record,2003,1
628,628,756664,conf/vldb/Dasgupta96,A. R. Dasgupta,Very Large Data Bases,1996,A. R. Dasgupta,VLDB,1996,1
629,629,673473,conf/vldb/Hammond96,Brad Hammond,Very Large Data Bases,1996,Brad Hammond,VLDB,1996,1
630,630,673335,conf/vldb/Moni96,M. Moni,Very Large Data Bases,1996,M. Moni,VLDB,1996,1
631,631,673327,conf/vldb/Hess96,Karl-Heinz Hess,Very Large Data Bases,1996,Karl-Heinz Hess,VLDB,1996,1
632,632,673322,conf/vldb/Atal96,Sanket Atal,Very Large Data Bases,1996,Sanket Atal,VLDB,1996,1
633,633,673310,conf/vldb/Vaskevitch95,David Vaskevitch,Very Large Data Bases,1995,David Vaskevitch,VLDB,1995,1
634,634,672359,conf/vldb/Sondag01,Pierre-Paul Sondag,Very Large Data Bases,2001,Pierre-Paul Sondag,VLDB,2001,1
636,636,672196,conf/vldb/Novaretti01,Serge Novaretti,Very Large Data Bases,2001,Serge Novaretti,VLDB,2001,1
637,637,672184,conf/vldb/Gentili01,Mario Gentili,Very Large Data Bases,2001,Mario Gentili,VLDB,2001,1
638,638,672038,conf/vldb/Sol01,Egbert-Jan Sol,Very Large Data Bases,2001,Egbert-Jan Sol,VLDB,2001,1
639,639,672037,conf/vldb/Huyn01,Nam Huyn,Very Large Data Bases,2001,Nam Huyn,VLDB,2001,1
640,640,672031,conf/vldb/Draluk01,Vadim Draluk,Very Large Data Bases,2001,Vadim Draluk,VLDB,2001,1
641,641,671856,conf/vldb/Ladin00,Dave Liles,Very Large Data Bases,2000,Dave Liles,VLDB,2000,1
642,642,958944,journals/tods/LakshmananLN03,"Laks V. S. Lakshmanan, Carson Kai-Sang Leung, Raymond T. Ng",ACM Transactions on Database Systems (TODS),2003,"Laks V. S. Lakshmanan, Raymond T. Ng, Carson Kai-Sang Leung",ACM Trans. Database Syst.,2003,1
643,643,958945,journals/tods/ChoG03,"Junghoo Cho, Hector Garcia-Molina",ACM Transactions on Database Systems (TODS),2003,"Junghoo Cho, Hector Garcia-Molina",ACM Trans. Database Syst.,2003,1
644,644,958946,journals/tods/Chomicki03,Jan Chomicki,ACM Transactions on Database Systems (TODS),2003,Jan Chomicki,ACM Trans. Database Syst.,2003,1
645,645,958947,journals/tods/DiaoAFZF03,"Yanlei Diao, Mehmet Altinel, Michael J. Franklin, Hao Zhang, Peter Fischer",ACM Transactions on Database Systems (TODS),2003,"Yanlei Diao, Hao Zhang, Peter M. Fischer, Michael J. Franklin, Mehmet Altinel",ACM Trans. Database Syst.,2003,1
648,648,959062,journals/sigmod/Snodgrass03c,Richard Snodgrass,ACM SIGMOD Record,2003,Richard T. Snodgrass,SIGMOD Record,2003,1
650,650,672818,conf/vldb/HjelsvoldM94,"Rune Hjelsvold, Roger Midtstraum",Very Large Data Bases,1994,"Rune Hjelsvold, Roger Midtstraum",VLDB,1994,1
651,651,950494,journals/vldb/YangW03,"Jun Yang, Jennifer Widom",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2003,"Jun Yang, Jennifer Widom",VLDB J.,2003,1
652,652,672376,conf/vldb/TanSHCR01,"Lidan Shou, Jason Chionh, Zhiyong Huang, Yixin Ruan, Kian-Lee Tan",Very Large Data Bases,2001,"Yixin Ruan, Kian-Lee Tan, Jason Chionh, Lidan Shou, Zhiyong Huang",VLDB,2001,1
653,653,672377,conf/vldb/LahiriSCMC01,"Tirthankar Lahiri, Vinay Srihari, Wilson Chan, N. MacNaughton, Sashikanth Chandrasekaran",Very Large Data Bases,2001,"Tirthankar Lahiri, N. MacNaughton, Sashikanth Chandrasekaran, Wilson Chan, Vinay Srihari",VLDB,2001,1
654,654,672374,conf/vldb/AnSVKIG01,"Ning An, Anand Sivasubramaniam, Narayanan Vijaykrishnan, Mahmut T. Kandemir, Mary Jane Irwin, Sudhanva Gurumurthi",Very Large Data Bases,2001,"Anand Sivasubramaniam, Sudhanva Gurumurthi, Narayanan Vijaykrishnan, Ning An, Mary Jane Irwin, Mahmut T. Kandemir",VLDB,2001,1
655,655,672375,conf/vldb/ChaHKK01,"Sang K. Cha, Sangyong Hwang, Kihong Kim, Keunjoo Kwon",Very Large Data Bases,2001,"Sangyong Hwang, Kihong Kim, Sang Kyun Cha, Keunjoo Kwon",VLDB,2001,1
656,656,953242,journals/vldb/HalkidiNVV03,"Maria Halkidi, Benjamin Nguyen, Iraklis Varlamis, Michalis Vazirgiannis",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2003,"Benjamin Nguyen, Iraklis Varlamis, Maria Halkidi, Michalis Vazirgiannis",VLDB J.,2003,1
657,657,953243,journals/vldb/MedjahedBE03,"Brahim Medjahed, Athman Bouguettaya, Ahmed K. Elmagarmid",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2003,"Athman Bouguettaya, Brahim Medjahed, Ahmed K. Elmagarmid",VLDB J.,2003,1
658,658,958943,journals/tods/TaoSP03,"Yufei Tao, Jimeng Sun, Dimitris Papadias",ACM Transactions on Database Systems (TODS),2003,"Dimitris Papadias, Jimeng Sun, Yufei Tao",ACM Trans. Database Syst.,2003,1
659,659,959074,journals/sigmod/PalpanasPKG03,"Themistoklis Palpanas, Dimitris Papadopoulos, Vana Kalogeraki, Dimitrios Gunopulos",ACM SIGMOD Record,2003,"Dimitrios Gunopulos, Themistoklis Palpanas, Dimitris Papadopoulos, Vana Kalogeraki",SIGMOD Record,2003,1
660,660,672840,conf/vldb/MedianoCD94,"Maur&#236;cio R. Mediano, Marco A. Casanova, Marcelo Dreux",Very Large Data Bases,1994,"Maurício R. Mediano, Marcelo Dreux, Marco A. Casanova",VLDB,1994,1
661,661,672839,conf/vldb/LevyMS94,"Alon Y. Levy, Inderpal Singh Mumick, Yehoshua Sagiv",Very Large Data Bases,1994,"Inderpal Singh Mumick, Alon Y. Levy, Yehoshua Sagiv",VLDB,1994,1
662,662,672838,conf/vldb/SetzerZ94,"V. W. Setzer, Andrea Zisman",Very Large Data Bases,1994,"Andrea Zisman, V. W. Setzer",VLDB,1994,1
663,663,672837,conf/vldb/GaasterlandL94,"Terry Gaasterland, Jorge Lobo",Very Large Data Bases,1994,"Terry Gaasterland, Jorge Lobo",VLDB,1994,1
664,664,672836,conf/vldb/AgrawalS94,"Rakesh Agrawal, Ramakrishnan Srikant",Very Large Data Bases,1994,"Ramakrishnan Srikant, Rakesh Agrawal",VLDB,1994,1
665,665,959083,journals/sigmod/LenzVJS03,"Hans J. Lenz, Panos Vassiliadis, Manfred Jeusfeld, Martin Staudt",ACM SIGMOD Record,2003,"Manfred A. Jeusfeld, Hans-Joachim Lenz, Panos Vassiliadis, Martin Staudt",SIGMOD Record,2003,1
666,666,959066,journals/sigmod/Mani03,Murali Mani,ACM SIGMOD Record,2003,Murali Mani,SIGMOD Record,2003,1
667,667,672832,conf/vldb/LuOT94,"Hongjun Lu, Beng Chin Ooi, Kian-Lee Tan",Very Large Data Bases,1994,"Beng Chin Ooi, Kian-Lee Tan, Hongjun Lu",VLDB,1994,1
668,668,959065,journals/sigmod/HellersteinHM03,"Joseph M. Hellerstein, Wei Hong, Samuel R. Madden",ACM SIGMOD Record,2003,"Samuel Madden, Wei Hong, Joseph M. Hellerstein",SIGMOD Record,2003,1
669,669,672831,conf/vldb/TeisseirePC94,"Maguelonne Teisseire, Pascal Poncelet, Rosine Cicchetti",Very Large Data Bases,1994,"Maguelonne Teisseire, Pascal Poncelet, Rosine Cicchetti",VLDB,1994,1
670,670,672830,conf/vldb/Lesk94,Michael Lesk,Very Large Data Bases,1994,Michael Lesk,VLDB,1994,1
671,671,959070,journals/sigmod/DemersGRTY03,"Alan Demers, Johannes Gehrke, Rajmohan Rajaraman, Niki Trigoni, Yong Yao",ACM SIGMOD Record,2003,"Agathoniki Trigoni, Rajmohan Rajaraman, Alan J. Demers, Yong Yao, Johannes Gehrke",SIGMOD Record,2003,1
672,672,672828,conf/vldb/NgY94,"Raymond T. Ng, Jinhai Yang",Very Large Data Bases,1994,"Raymond T. Ng, Jinhai Yang",VLDB,1994,1
673,673,959069,journals/sigmod/AilamakiFFSV03,"Anastassia Ailamaki, Christos Faloutos, Paul S. Fischbeck, Mitchell J. Small, Jeanne VanBriesen",ACM SIGMOD Record,2003,"Jeanne VanBriesen, Paul S. Fischbeck, Christos Faloutsos, Anastassia Ailamaki, Mitchell J. Small",SIGMOD Record,2003,1
674,674,672827,conf/vldb/NgH94,"Raymond T. Ng, Jiawei Han",Very Large Data Bases,1994,"Raymond T. Ng, Jiawei Han",VLDB,1994,1
675,675,672826,conf/vldb/LiC94,"Wen-Syan Li, Chris Clifton",Very Large Data Bases,1994,"Chris Clifton, Wen-Syan Li",VLDB,1994,1
676,676,959071,journals/sigmod/KannanKIK03,"Rajgopal Kannan, Ram Kalidindi, S. S. Iyengar, Vijay Kumar",ACM SIGMOD Record,2003,"Ramaraju Kalidindi, Vijay Kumar, Rajgopal Kannan, S. Sitharama Iyengar",SIGMOD Record,2003,1
677,677,672825,conf/vldb/Chiueh94,Tzi-cker Chiueh,Very Large Data Bases,1994,Tzi-cker Chiueh,VLDB,1994,1
678,678,945729,journals/sigmod/AbererCDDHPS03,"Karl Aberer, Philippe Cudr&#233;-Mauroux, Anwitaman Datta, Zoran Despotovic, Manfred Hauswirth, Magdalena Punceva, Roman Schmidt",ACM SIGMOD Record,2003,"Zoran Despotovic, Manfred Hauswirth, Karl Aberer, Philippe Cudré-Mauroux, Magdalena Punceva, Anwitaman Datta, Roman Schmidt",SIGMOD Record,2003,1
679,679,945730,journals/sigmod/Hellerstein03,Joseph M. Hellerstein,ACM SIGMOD Record,2003,Joseph M. Hellerstein,SIGMOD Record,2003,1
680,680,672974,conf/vldb/DeWittKLPY94,"David J. DeWitt, Navin Kabra, Jun Luo, Jignesh M. Patel, Jie-Bing Yu",Very Large Data Bases,1994,"Jignesh M. Patel, Jie-Bing Yu, Navin Kabra, David J. DeWitt, Jun Luo",VLDB,1994,1
681,681,672975,conf/vldb/Galindo-LegariaPK94,"C&#233;sar A. Galindo-Legaria, Arjan Pellenkoft, Martin L. Kersten",Very Large Data Bases,1994,"Arjan Pellenkoft, César A. Galindo-Legaria, Martin L. Kersten",VLDB,1994,1
682,682,672976,conf/vldb/GutierrezPST94,"Alejandro Guti&#233;rrez, Philippe Pucheral, Hermann Steffen, Jean-Marc Th&#233;venin",Very Large Data Bases,1994,"Alejandro Gutiérrez, Philippe Pucheral, Jean-Marc Thévenin, Hermann Steffen",VLDB,1994,1
685,685,672970,conf/vldb/IyerW94,"Balakrishna R. Iyer, David Wilhite",Very Large Data Bases,1994,"David Wilhite, Balakrishna R. Iyer",VLDB,1994,1
686,686,945731,journals/sigmod/NejdlSS03,"Wolfgang Nejdl, Wolf Siberski, Michael Sintek",ACM SIGMOD Record,2003,"Wolf Siberski, Wolfgang Nejdl, Michael Sintek",SIGMOD Record,2003,1
687,687,672971,conf/vldb/GehaniJR94,"Narain H. Gehani, H. V. Jagadish, William D. Roome",Very Large Data Bases,1994,"Narain H. Gehani, William D. Roome, H. V. Jagadish",VLDB,1994,1
688,688,945732,journals/sigmod/TatarinovIMHSDDKMM03,"Igor Tatarinov, Zachary Ives, Jayant Madhavan, Alon Halevy, Dan Suciu, Nilesh Dalvi, Xin (Luna) Dong, Yana Kadiyska, Gerome Miklau, Peter Mork",ACM SIGMOD Record,2003,"Gerome Miklau, Jayant Madhavan, Igor Tatarinov, Zachary G. Ives, Xin Dong, Yana Kadiyska, Alon Y. Halevy, Nilesh N. Dalvi, Dan Suciu, Peter Mork",SIGMOD Record,2003,1
689,689,672972,conf/vldb/LevySSZ94,"Alon Y. Levy, Abraham Silberschatz, Divesh Srivastava, Maria Zemankova",Very Large Data Bases,1994,"Alon Y. Levy, Divesh Srivastava, Abraham Silberschatz, Maria Zemankova",VLDB,1994,1
690,690,937600,journals/tods/JacoxS03,"Edwin H. Jacox, Hanan Samet",ACM Transactions on Database Systems (TODS),2003,"Hanan Samet, Edwin H. Jacox",ACM Trans. Database Syst.,2003,1
691,691,672965,conf/vldb/PoulovassilisS94,"Alexandra Poulovassilis, Carol Small",Very Large Data Bases,1994,"Alexandra Poulovassilis, Carol Small",VLDB,1994,1
692,692,937601,journals/tods/Jimenez-PerisPAK03,"Ricardo Jim&#233;nez-Peris, M. Pati&#241;o-Mart&#237;nez, Gustavo Alonso, Bettina Kemme",ACM Transactions on Database Systems (TODS),2003,"Bettina Kemme, Ricardo Jiménez-Peris, Marta Patiño-Martínez, Gustavo Alonso",ACM Trans. Database Syst.,2003,1
693,693,672966,conf/vldb/AnandBH94,"Sarabjot S. Anand, David A. Bell, John G. Hughes",Very Large Data Bases,1994,"John G. Hughes, David A. Bell, Sarabjot S. Anand",VLDB,1994,1
694,694,672967,conf/vldb/IdrisGC94,"N. B. Idris, W. A. Gray, R. F. Churchhouse",Very Large Data Bases,1994,"R. F. Churchhouse, W. A. Gray, N. B. Idris",VLDB,1994,1
695,695,937599,journals/tods/WijesekeraJPH03,"Duminda Wijesekera, Sushil Jajodia, Francesco Parisi-Presicce, &#197;sa Hagstr&#246;m",ACM Transactions on Database Systems (TODS),2003,"Åsa Hagström, Duminda Wijesekera, Francesco Parisi-Presicce, Sushil Jajodia",ACM Trans. Database Syst.,2003,1
697,697,672841,conf/vldb/BrinkhoffK94,"Thomas Brinkhoff, Hans-Peter Kriegel",Very Large Data Bases,1994,"Thomas Brinkhoff, Hans-Peter Kriegel",VLDB,1994,1
698,698,945725,journals/sigmod/AilamakiH03,"Anastassia Ailamaki, Joseph M. Hellerstein",ACM SIGMOD Record,2003,"Anastassia Ailamaki, Joseph M. Hellerstein",SIGMOD Record,2003,1
699,699,672842,conf/vldb/LitwinNS94,"Witold Litwin, Marie-Anne Neimat, Donovan A. Schneider",Very Large Data Bases,1994,"Witold Litwin, Marie-Anne Neimat, Donovan A. Schneider",VLDB,1994,1
700,700,672963,conf/vldb/XieH94,"Zhaohui Xie, Jiawei Han",Very Large Data Bases,1994,"Jiawei Han, Zhaohui Xie",VLDB,1994,1
701,701,945723,journals/sigmod/Snodgrass03b,Richard Snodgrass,ACM SIGMOD Record,2003,Richard T. Snodgrass,SIGMOD Record,2003,1
703,703,950487,journals/vldb/AgrawalHK03,"Rakesh Agrawal, Peter J. Haas, Jerry Kiernan",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2003,"Peter J. Haas, Rakesh Agrawal, Jerry Kiernan",VLDB J.,2003,1
704,704,672989,conf/vldb/OuzzaniAB94,"M. Ouzzani, M. A. Atroun, N. L. Belkhodja",Very Large Data Bases,1994,"N. L. Belkhodja, Mourad Ouzzani, M. A. Atroun",VLDB,1994,1
705,705,950486,journals/vldb/ChandrasekaranF03,"Sirish Chandrasekaran, Michael J. Franklin",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2003,"Sirish Chandrasekaran, Michael J. Franklin",VLDB J.,2003,1
706,706,950485,journals/vldb/AbadiCCCCLSTZ03,"Daniel J. Abadi, Don Carney, Ugur &#199;etintemel, Mitch Cherniack, Christian Convey, Sangdon Lee, Michael Stonebraker, Nesime Tatbul, Stan Zdonik",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2003,"Christian Convey, Sangdon Lee, Ugur Çetintemel, Daniel J. Abadi, Michael Stonebraker, Mitch Cherniack, Donald Carney, Stanley B. Zdonik, Nesime Tatbul",VLDB J.,2003,1
707,707,672991,conf/vldb/FerrandinaMZ94,"Fabrizio Ferrandina, Thorsten Meyer, Roberto Zicari",Very Large Data Bases,1994,"Fabrizio Ferrandina, Thorsten Meyer, Roberto Zicari",VLDB,1994,1
708,708,950493,journals/vldb/HelmerM03,"Sven Helmer, Guido Moerkotte",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2003,"Guido Moerkotte, Sven Helmer",VLDB J.,2003,1
709,709,672986,conf/vldb/MatthesS94,"Florian Matthes, Joachim W. Schmidt",Very Large Data Bases,1994,"Joachim W. Schmidt, Florian Matthes",VLDB,1994,1
710,710,950492,journals/vldb/ChuaCL03,"Cecil Eng H. Chua, Roger H. L. Chiang, Ee-Peng Lim",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2003,"Roger H. L. Chiang, Ee-Peng Lim, Chua Eng Huang Cecil",VLDB J.,2003,1
712,712,950491,journals/vldb/Li03,Chen Li,The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2003,Chen Li,VLDB J.,2003,1
713,713,950490,journals/vldb/FungKL03,"Chi-Wai Fung, Kamalakar Karlapalem, Qing Li",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2003,"Qing Li, Chi-Wai Fung, Kamalakar Karlapalem",VLDB J.,2003,1
714,714,672987,conf/vldb/MohaniaS94,"Mukesh K. Mohania, Nandlal L. Sarda",Very Large Data Bases,1994,"Nandlal L. Sarda, Mukesh K. Mohania",VLDB,1994,1
715,715,945739,journals/sigmod/MalaikaEM03,"Susan Malaika, Andrew Eisenberg, Jim Melton",ACM SIGMOD Record,2003,"Andrew Eisenberg, Jim Melton, Susan Malaika",SIGMOD Record,2003,1
718,718,672981,conf/vldb/KilgerM94,"Christoph Kilger, Guido Moerkotte",Very Large Data Bases,1994,"Christoph Kilger, Guido Moerkotte",VLDB,1994,1
720,720,945735,journals/sigmod/Ouksel03,Aris M. Ouksel,ACM SIGMOD Record,2003,Aris M. Ouksel,SIGMOD Record,2003,1
721,721,950484,journals/vldb/ChanGR03,"Chee-Yong Chan, Minos Garofalakis, Rajeev Rastogi",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2003,"Chee Yong Chan, Minos N. Garofalakis, Rajeev Rastogi",VLDB J.,2003,1
722,722,672978,conf/vldb/JonscherD94,"Dirk Jonscher, Klaus R. Dittrich",Very Large Data Bases,1994,"Klaus R. Dittrich, Dirk Jonscher",VLDB,1994,1
723,723,950483,journals/vldb/RamamurthyDS03,"Ravishankar Ramamurthy, David J. DeWitt, Qi Su",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2003,"David J. DeWitt, Ravishankar Ramamurthy, Qi Su",VLDB J.,2003,1
724,724,672977,conf/vldb/KemperK94,"Alfons Kemper, Donald Kossmann",Very Large Data Bases,1994,"Alfons Kemper, Donald Kossmann",VLDB,1994,1
726,726,672979,conf/vldb/WienerN94,"Janet L. Wiener, Jeffrey F. Naughton",Very Large Data Bases,1994,"Jeffrey F. Naughton, Janet L. Wiener",VLDB,1994,1
